"region1","year","co2","pop","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Latin America and the Carribean",1945,5432.018,5449666.66666635,29023.9429999948,5323.66666666667,0.997393854287505,253528.281666667
"Latin America and the Carribean",1946,5324.30366666667,5552333.33333302,30895.4349999948,5560,0.959400911921092,258852.585333333
"Latin America and the Carribean",1947,5314.517,5656333.33333302,31394.9236666615,5552.66666666667,0.939547635129688,264167.102333333
"Latin America and the Carribean",1948,5488.282,5760666.66666635,32728.9166666615,5681.33333333333,0.952406558395566,269655.384333333
"Latin America and the Carribean",1949,5463.09966666667,5864999.99999968,32932.5106666615,5612,0.931933426439393,275118.484
"Latin America and the Carribean",1950,55127.5936666667,57927412.6666664,221778.787043995,5110.59622353738,0.934456000523508,330246.077666667
"Latin America and the Carribean",1951,112591.528666667,111446114,420044.201773995,4392.04461190604,0.964206941843855,442837.606333333
"Latin America and the Carribean",1952,174642.530666667,166441556,625710.513677662,3758.20848376849,1.04778055725513,617480.137
"Latin America and the Carribean",1953,186524.638666667,171002139,652827.380276328,3816.97523181181,1.09067102229829,804004.775666667
"Latin America and the Carribean",1954,193806.958666667,175687646,682312.541152995,3882.12608152044,1.10323040867384,997811.734333333
"Latin America and the Carribean",1955,204686.829333333,180539629.666666,721395.450552995,3993.19302375562,1.13260555039859,1202498.56366667
"Latin America and the Carribean",1956,221403.828666667,185573343.666666,763390.782353328,4111.52599866792,1.19168788791919,1423902.39233333
"Latin America and the Carribean",1957,242920.509,190792168.333333,810229.552590995,4244.46628144331,1.27190606277487,1666822.90133333
"Latin America and the Carribean",1958,255125.490666667,196196556.666666,856174.843113662,4361.26906435687,1.3000633009095,1921948.392
"Latin America and the Carribean",1959,268632.948333333,201798638.333333,898507.973905995,4451.49602542974,1.33114774328382,2190581.34033333
"Latin America and the Carribean",1960,275436.873333333,207599300.666666,946131.687939995,4555.60314542476,1.32637128574089,2466018.21366667
"Latin America and the Carribean",1961,285623.968333333,213552578.666666,998553.641449661,4672.54789740975,1.33774064233066,2751642.182
"Latin America and the Carribean",1962,294925.157333333,219641679.333333,1058929.64251399,4818.9921315633,1.34245111268111,3046567.33933333
"Latin America and the Carribean",1963,303049.829,225868861,1107342.35691433,4901.70594796988,1.34165335899589,3349617.16833333
"Latin America and the Carribean",1964,317357.487,232280939.666666,1163315.159927,5006.05009456403,1.36596326195676,3666974.65533333
"Latin America and the Carribean",1965,329526.780333333,238852756.333333,1224206.68960166,5122.25742275861,1.37893917121674,3996501.43566667
"Latin America and the Carribean",1966,347429.434666667,245547235.666666,1296068.09130333,5276.05589125452,1.41455202801921,4343930.87033333
"Latin America and the Carribean",1967,365669.699,252329290.666666,1359527.25019666,5385.9894064334,1.44832617922007,4709600.56933333
"Latin America and the Carribean",1968,388832.260666667,259206106.666666,1431198.12999633,5519.03939599299,1.49902865424687,5098432.83
"Latin America and the Carribean",1969,417349.534333333,266192169.666666,1514142.121486,5684.53390435017,1.56660181336111,5515782.36433333
"Latin America and the Carribean",1970,452816.420666667,273310726.333333,1615780.710411,5907.64567778343,1.65496471645335,5968598.785
"Latin America and the Carribean",1971,487380.561666667,280529884.333333,1724502.09965933,6143.13332187294,1.73597943617127,6455979.34666667
"Latin America and the Carribean",1972,519372.324,287826927,1840923.70531899,6391.81513038207,1.80378472460264,6975351.67066667
"Latin America and the Carribean",1973,552090.785666667,295181320,1973073.18218533,6678.94858651322,1.8690091952667,7527442.45633333
"Latin America and the Carribean",1974,589159.576,302463538,2113093.11921299,6981.12872759149,1.94636371128101,8116602.03233333
"Latin America and the Carribean",1975,620699.423666667,309797824,2238163.49277733,7221.8830171571,2.00314317994315,8737301.456
"Latin America and the Carribean",1976,647094.095,317148260.666666,2354221.81114633,7420.51713687342,2.0400486942651,9384395.551
"Latin America and the Carribean",1977,670688.651666667,324675445,2465241.90549599,7589.6301806254,2.06500375372596,10055084.2026667
"Latin America and the Carribean",1978,710531.242666667,332246824,2587345.13584833,7784.84032863923,2.13733606497489,10765615.4453333
"Latin America and the Carribean",1979,757242.609666667,339905901,2721461.23774933,8002.93304920184,2.22606772342282,11522858.055
"Latin America and the Carribean",1980,808095.523,347591856.666666,2873643.14922533,8262.69328748445,2.32359571574599,12330953.578
"Latin America and the Carribean",1981,838509.792666667,355348410,2993680.89848199,8423.44233471186,2.35966674577445,13169463.3706667
"Latin America and the Carribean",1982,858664.570666667,363268682.666666,3048711.55362566,8395.32051354745,2.36407829496636,14028127.9413333
